Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:27:04.246000,LEC,16,,6.0,2.0,,0 days 00:27:02.391000,0 days 00:00:30.803000,0 days 00:00:34.505000,0 days 00:00:57.105000,0 days 00:25:32.636000,0 days 00:26:07.141000,0 days 00:27:04.246000,224.0,219.0,,260.0,False,C2,6.0,False,Ferrari,0 days 00:25:01.833000,2025-03-21 07:42:34.153,1,,False,,False,False
0 days 00:34:24.347000,LEC,16,,7.0,3.0,0 days 00:32:32.476000,,,0 days 00:00:33.832000,0 days 00:00:44.076000,,0 days 00:33:40.336000,0 days 00:34:24.347000,257.0,250.0,270.0,308.0,False,C2,1.0,True,Ferrari,0 days 00:27:04.246000,2025-03-21 07:44:36.566,12,,False,,False,False
0 days 00:36:22.873000,LEC,16,,8.0,3.0,,,0 days 00:00:24.561000,0 days 00:00:34.641000,0 days 00:00:59.324000,0 days 00:34:48.908000,0 days 00:35:23.549000,0 days 00:36:22.873000,281.0,139.0,268.0,260.0,True,C2,2.0,True,Ferrari,0 days 00:34:24.347000,2025-03-21 07:51:56.667,1,,False,,False,True
0 days 00:37:54.975000,LEC,16,,9.0,3.0,,,0 days 00:00:24.542000,0 days 00:00:27.672000,0 days 00:00:39.888000,0 days 00:36:47.415000,0 days 00:37:15.087000,0 days 00:37:54.975000,282.0,278.0,270.0,334.0,True,C2,3.0,True,Ferrari,0 days 00:36:22.873000,2025-03-21 07:53:55.193,1,,False,,False,True
0 days 00:40:09.410000,LEC,16,,10.0,3.0,,,0 days 00:00:35.337000,0 days 00:00:38.150000,0 days 00:01:00.948000,0 days 00:38:30.312000,0 days 00:39:08.462000,0 days 00:40:09.410000,217.0,163.0,270.0,161.0,False,C2,4.0,True,Ferrari,0 days 00:37:54.975000,2025-03-21 07:55:27.295,1,,False,,False,True
0 days 00:41:40.971000,LEC,16,,11.0,3.0,,,0 days 00:00:24.417000,0 days 00:00:27.589000,0 days 00:00:39.555000,0 days 00:40:33.827000,0 days 00:41:01.416000,0 days 00:41:40.971000,284.0,278.0,269.0,335.0,True,C2,5.0,True,Ferrari,0 days 00:40:09.410000,2025-03-21 07:57:41.730,1,,False,,False,True
0 days 00:43:42.164000,LEC,16,,12.0,3.0,,0 days 00:43:40.394000,0 days 00:00:29.281000,0 days 00:00:36.380000,0 days 00:00:55.532000,0 days 00:42:10.252000,0 days 00:42:46.632000,0 days 00:43:42.164000,173.0,172.0,,249.0,False,C2,6.0,True,Ferrari,0 days 00:41:40.971000,2025-03-21 07:59:13.291,1,,False,,False,False
0 days 00:54:09.359000,LEC,16,,13.0,4.0,0 days 00:52:11.124000,,,0 days 00:00:35.264000,0 days 00:00:49.812000,,0 days 00:53:19.732000,0 days 00:54:09.442000,256.0,195.0,269.0,260.0,False,C3,1.0,True,Ferrari,0 days 00:43:42.164000,2025-03-21 08:01:14.484,12,,False,,False,False
0 days 00:55:40.416000,LEC,16,,14.0,4.0,,,0 days 00:00:24.322000,0 days 00:00:27.384000,0 days 00:00:39.351000,0 days 00:54:33.681000,0 days 00:55:01.065000,0 days 00:55:40.416000,283.0,279.0,272.0,334.0,True,C3,2.0,True,Ferrari,0 days 00:54:09.359000,2025-03-21 08:11:41.679,1,,False,,False,True
0 days 00:57:52.312000,LEC,16,,15.0,4.0,,0 days 00:57:47.723000,0 days 00:00:30.642000,0 days 00:00:35.456000,0 days 00:01:05.798000,0 days 00:56:11.058000,0 days 00:56:46.514000,0 days 00:57:52.312000,207.0,209.0,,282.0,False,C3,3.0,True,Ferrari,0 days 00:55:40.416000,2025-03-21 08:13:12.736,1,,False,,False,False
0 days 00:17:04.375000,PIA,81,,1.0,1.0,0 days 00:15:00.224000,,,0 days 00:00:33.483000,0 days 00:00:53.414000,,0 days 00:16:11.097000,0 days 00:17:04.399000,202.0,249.0,268.0,300.0,False,C2,1.0,True,McLaren,0 days 00:15:00.224000,2025-03-21 07:32:32.544,1,,False,,False,False
0 days 00:18:36.098000,PIA,81,,2.0,1.0,,,0 days 00:00:24.509000,0 days 00:00:27.478000,0 days 00:00:39.736000,0 days 00:17:28.884000,0 days 00:17:56.362000,0 days 00:18:36.098000,280.0,275.0,271.0,331.0,True,C2,2.0,True,McLaren,0 days 00:17:04.375000,2025-03-21 07:34:36.695,1,,False,,False,True
0 days 00:20:42.394000,PIA,81,,3.0,1.0,,,0 days 00:00:35.311000,0 days 00:00:37.641000,0 days 00:00:53.344000,0 days 00:19:11.409000,0 days 00:19:49.050000,0 days 00:20:42.394000,204.0,183.0,196.0,242.0,False,C2,3.0,True,McLaren,0 days 00:18:36.098000,2025-03-21 07:36:08.418,1,,False,,False,True
0 days 00:23:04.255000,PIA,81,,4.0,1.0,,0 days 00:23:00.925000,0 days 00:00:36.805000,0 days 00:00:37.458000,0 days 00:01:07.598000,0 days 00:21:19.199000,0 days 00:21:56.657000,0 days 00:23:04.255000,228.0,223.0,,104.0,False,C2,4.0,True,McLaren,0 days 00:20:42.394000,2025-03-21 07:38:14.714,1,,False,,False,False
0 days 00:34:05.828000,PIA,81,,5.0,2.0,0 days 00:32:10.109000,,,0 days 00:00:32.932000,0 days 00:00:47.569000,,0 days 00:33:18.320000,0 days 00:34:05.906000,259.0,249.0,270.0,310.0,False,C2,1.0,True,McLaren,0 days 00:23:04.255000,2025-03-21 07:40:36.575,12,,False,,False,False
0 days 00:36:05.593000,PIA,81,,6.0,2.0,,,0 days 00:00:28.938000,0 days 00:00:39.077000,0 days 00:00:51.750000,0 days 00:34:34.766000,0 days 00:35:13.843000,0 days 00:36:05.593000,215.0,219.0,269.0,225.0,True,C2,2.0,True,McLaren,0 days 00:34:05.828000,2025-03-21 07:51:38.148,1,,False,,False,True
0 days 00:37:36.955000,PIA,81,,7.0,2.0,,,0 days 00:00:24.323000,0 days 00:00:27.566000,0 days 00:00:39.473000,0 days 00:36:29.916000,0 days 00:36:57.482000,0 days 00:37:36.955000,280.0,276.0,269.0,332.0,True,C2,3.0,True,McLaren,0 days 00:36:05.593000,2025-03-21 07:53:37.913,1,,False,,False,True
0 days 00:39:46.508000,PIA,81,,8.0,2.0,,0 days 00:39:44.768000,0 days 00:00:36.228000,0 days 00:00:37.109000,0 days 00:00:56.216000,0 days 00:38:13.183000,0 days 00:38:50.292000,0 days 00:39:46.508000,205.0,230.0,,279.0,False,C2,4.0,True,McLaren,0 days 00:37:36.955000,2025-03-21 07:55:09.275,1,,False,,False,False
0 days 00:50:37.420000,PIA,81,,9.0,3.0,0 days 00:48:47.231000,,,0 days 00:00:33.732000,0 days 00:00:48.773000,,0 days 00:49:48.823000,0 days 00:50:37.470000,254.0,243.0,269.0,311.0,False,C3,1.0,True,McLaren,0 days 00:39:46.508000,2025-03-21 07:57:18.828,12,,False,,False,False
0 days 00:52:08.349000,PIA,81,,10.0,3.0,,,0 days 00:00:24.297000,0 days 00:00:27.317000,0 days 00:00:39.315000,0 days 00:51:01.717000,0 days 00:51:29.034000,0 days 00:52:08.349000,280.0,276.0,269.0,331.0,True,C3,2.0,True,McLaren,0 days 00:50:37.420000,2025-03-21 08:08:09.740,1,,False,,False,True
0 days 00:54:18.856000,PIA,81,,11.0,3.0,,,0 days 00:00:39.544000,0 days 00:00:38.355000,0 days 00:00:52.608000,0 days 00:52:47.893000,0 days 00:53:26.248000,0 days 00:54:18.856000,196.0,213.0,271.0,219.0,False,C3,3.0,True,McLaren,0 days 00:52:08.349000,2025-03-21 08:09:40.669,1,,False,,False,True
0 days 00:55:49.796000,PIA,81,,12.0,3.0,,,0 days 00:00:24.248000,0 days 00:00:27.447000,0 days 00:00:39.245000,0 days 00:54:43.104000,0 days 00:55:10.551000,0 days 00:55:49.796000,280.0,276.0,272.0,332.0,False,C3,4.0,True,McLaren,0 days 00:54:18.856000,2025-03-21 08:11:51.176,1,,False,,False,True
0 days 00:57:57.309000,PIA,81,,13.0,3.0,,0 days 00:57:53.957000,0 days 00:00:29.456000,0 days 00:00:37.735000,0 days 00:01:00.322000,0 days 00:56:19.252000,0 days 00:56:56.987000,0 days 00:57:57.309000,214.0,155.0,,222.0,False,C3,5.0,True,McLaren,0 days 00:55:49.796000,2025-03-21 08:13:22.116,1,,False,,False,False
0 days 00:16:05.454000,HAM,44,,1.0,1.0,0 days 00:14:05.110000,,,0 days 00:00:34.593000,0 days 00:00:47.850000,,0 days 00:15:17.612000,0 days 00:16:05.454000,254.0,241.0,266.0,307.0,False,C2,1.0,True,Ferrari,0 days 00:14:05.110000,2025-03-21 07:31:37.430,1,,False,,False,False
0 days 00:17:37.683000,HAM,44,,2.0,1.0,,,0 days 00:00:24.608000,0 days 00:00:27.763000,0 days 00:00:39.858000,0 days 00:16:30.062000,0 days 00:16:57.825000,0 days 00:17:37.683000,281.0,277.0,266.0,332.0,True,C2,2.0,True,Ferrari,0 days 00:16:05.454000,2025-03-21 07:33:37.774,1,,False,,False,True
0 days 00:19:52.279000,HAM,44,,3.0,1.0,,0 days 00:19:48.774000,0 days 00:00:34.163000,0 days 00:00:39.492000,0 days 00:01:00.941000,0 days 00:18:11.846000,0 days 00:18:51.338000,0 days 00:19:52.279000,200.0,224.0,,297.0,False,C2,3.0,True,Ferrari,0 days 00:17:37.683000,2025-03-21 07:35:10.003,1,,False,,False,False
0 days 00:23:55.332000,HAM,44,,4.0,2.0,0 days 00:21:54.142000,,,0 days 00:00:36.462000,0 days 00:00:50.328000,,0 days 00:23:05.144000,0 days 00:23:55.643000,252.0,245.0,266.0,292.0,False,C2,4.0,False,Ferrari,0 days 00:19:52.279000,2025-03-21 07:37:24.599,1,,False,,False,False
0 days 00:25:26.544000,HAM,44,,5.0,2.0,,,0 days 00:00:24.415000,0 days 00:00:27.428000,0 days 00:00:39.369000,0 days 00:24:19.747000,0 days 00:24:47.175000,0 days 00:25:26.544000,280.0,276.0,272.0,335.0,True,C2,5.0,False,Ferrari,0 days 00:23:55.332000,2025-03-21 07:41:27.652,1,,False,,False,True
0 days 00:27:31.230000,HAM,44,,6.0,2.0,,0 days 00:27:29.576000,0 days 00:00:29.786000,0 days 00:00:35.664000,0 days 00:00:59.236000,0 days 00:25:56.330000,0 days 00:26:31.994000,0 days 00:27:31.230000,212.0,188.0,,189.0,False,C2,6.0,False,Ferrari,0 days 00:25:26.544000,2025-03-21 07:42:58.864,12,,False,,False,False
0 days 00:34:15.011000,HAM,44,,7.0,3.0,0 days 00:32:20.687000,,,0 days 00:00:32.986000,0 days 00:00:47.522000,,0 days 00:33:27.524000,0 days 00:34:15.050000,250.0,250.0,268.0,306.0,False,C2,1.0,True,Ferrari,0 days 00:27:31.230000,2025-03-21 07:45:03.550,21,,False,,False,False
0 days 00:35:47.136000,HAM,44,,8.0,3.0,,,0 days 00:00:24.448000,0 days 00:00:27.864000,0 days 00:00:39.813000,0 days 00:34:39.459000,0 days 00:35:07.323000,0 days 00:35:47.136000,281.0,276.0,266.0,334.0,True,C2,2.0,True,Ferrari,0 days 00:34:15.011000,2025-03-21 07:51:47.331,1,,False,,False,True
0 days 00:37:53.621000,HAM,44,,9.0,3.0,,,0 days 00:00:35.523000,0 days 00:00:39.258000,0 days 00:00:51.704000,0 days 00:36:22.659000,0 days 00:37:01.917000,0 days 00:37:53.621000,214.0,220.0,137.0,282.0,False,C2,3.0,True,Ferrari,0 days 00:35:47.136000,2025-03-21 07:53:19.456,1,,False,,False,True
0 days 00:40:02.975000,HAM,44,,10.0,3.0,,,0 days 00:00:38.317000,0 days 00:00:35.687000,0 days 00:00:55.350000,0 days 00:38:31.938000,0 days 00:39:07.625000,0 days 00:40:02.975000,210.0,237.0,267.0,236.0,False,C2,4.0,True,Ferrari,0 days 00:37:53.621000,2025-03-21 07:55:25.941,1,,False,,False,True
0 days 00:41:34.359000,HAM,44,,11.0,3.0,,,0 days 00:00:24.355000,0 days 00:00:27.383000,0 days 00:00:39.646000,0 days 00:40:27.330000,0 days 00:40:54.713000,0 days 00:41:34.359000,283.0,277.0,267.0,335.0,True,C2,5.0,True,Ferrari,0 days 00:40:02.975000,2025-03-21 07:57:35.295,1,,False,,False,True
0 days 00:43:37.415000,HAM,44,,12.0,3.0,,0 days 00:43:35.571000,0 days 00:00:32.224000,0 days 00:00:36.115000,0 days 00:00:54.717000,0 days 00:42:06.583000,0 days 00:42:42.698000,0 days 00:43:37.415000,189.0,185.0,,292.0,False,C2,6.0,True,Ferrari,0 days 00:41:34.359000,2025-03-21 07:59:06.679,1,,False,,False,False
0 days 00:53:59.988000,HAM,44,,13.0,4.0,0 days 00:52:02.764000,,,0 days 00:00:36.784000,0 days 00:00:50.615000,,0 days 00:53:09.543000,0 days 00:53:59.988000,246.0,251.0,268.0,301.0,False,C3,1.0,True,Ferrari,0 days 00:43:37.415000,2025-03-21 08:01:09.735,12,,False,,False,False
0 days 00:55:30.837000,HAM,44,,14.0,4.0,,,0 days 00:00:24.261000,0 days 00:00:27.249000,0 days 00:00:39.339000,0 days 00:54:24.249000,0 days 00:54:51.498000,0 days 00:55:30.837000,283.0,278.0,270.0,335.0,True,C3,2.0,True,Ferrari,0 days 00:53:59.988000,2025-03-21 08:11:32.308,1,,False,,False,True
0 days 00:57:46.118000,HAM,44,,15.0,4.0,,0 days 00:57:41.512000,0 days 00:00:30.938000,0 days 00:00:36.019000,0 days 00:01:08.324000,0 days 00:56:01.775000,0 days 00:56:37.794000,0 days 00:57:46.118000,219.0,158.0,,189.0,False,C3,3.0,True,Ferrari,0 days 00:55:30.837000,2025-03-21 08:13:03.157,1,,False,,False,False
0 days 00:14:29.283000,RUS,63,,1.0,1.0,0 days 00:12:37.395000,,,0 days 00:00:31.439000,0 days 00:00:49.961000,,0 days 00:13:39.351000,0 days 00:14:29.339000,273.0,269.0,260.0,331.0,False,C2,1.0,True,Mercedes,0 days 00:12:37.395000,2025-03-21 07:30:09.715,1,,False,,False,False
0 days 00:16:28.080000,RUS,63,,2.0,1.0,,,0 days 00:00:28.751000,0 days 00:00:35.028000,0 days 00:00:55.018000,0 days 00:14:58.034000,0 days 00:15:33.062000,0 days 00:16:28.080000,256.0,261.0,271.0,153.0,True,C2,2.0,True,Mercedes,0 days 00:14:29.283000,2025-03-21 07:32:01.603,1,,False,,False,True
0 days 00:18:32.218000,RUS,63,,3.0,1.0,,,0 days 00:00:28.475000,0 days 00:00:41.875000,0 days 00:00:53.788000,0 days 00:16:56.555000,0 days 00:17:38.430000,0 days 00:18:32.218000,191.0,225.0,272.0,168.0,False,C2,3.0,True,Mercedes,0 days 00:16:28.080000,2025-03-21 07:34:00.400,1,,False,,False,True
0 days 00:20:04.508000,RUS,63,,4.0,1.0,,,0 days 00:00:24.711000,0 days 00:00:27.771000,0 days 00:00:39.808000,0 days 00:18:56.929000,0 days 00:19:24.700000,0 days 00:20:04.508000,280.0,277.0,269.0,334.0,True,C2,4.0,True,Mercedes,0 days 00:18:32.218000,2025-03-21 07:36:04.538,1,,False,,False,True
0 days 00:22:10.488000,RUS,63,,5.0,1.0,,,0 days 00:00:35.947000,0 days 00:00:37.086000,0 days 00:00:52.947000,0 days 00:20:40.455000,0 days 00:21:17.541000,0 days 00:22:10.488000,251.0,245.0,222.0,259.0,False,C2,5.0,True,Mercedes,0 days 00:20:04.508000,2025-03-21 07:37:36.828,1,,False,,False,True
0 days 00:24:10.982000,RUS,63,,6.0,1.0,,,0 days 00:00:31.473000,0 days 00:00:38.371000,0 days 00:00:50.650000,0 days 00:22:41.961000,0 days 00:23:20.332000,0 days 00:24:10.982000,226.0,241.0,273.0,269.0,False,C2,6.0,True,Mercedes,0 days 00:22:10.488000,2025-03-21 07:39:42.808,1,,False,,False,True
0 days 00:25:42.934000,RUS,63,,7.0,1.0,,,0 days 00:00:24.605000,0 days 00:00:27.622000,0 days 00:00:39.725000,0 days 00:24:35.587000,0 days 00:25:03.209000,0 days 00:25:42.934000,280.0,276.0,264.0,337.0,True,C2,7.0,True,Mercedes,0 days 00:24:10.982000,2025-03-21 07:41:43.302,1,,False,,False,True
0 days 00:27:43.079000,RUS,63,,8.0,1.0,,0 days 00:27:41.247000,0 days 00:00:31.011000,0 days 00:00:34.982000,0 days 00:00:54.152000,0 days 00:26:13.945000,0 days 00:26:48.927000,0 days 00:27:43.079000,250.0,243.0,,325.0,False,C2,8.0,True,Mercedes,0 days 00:25:42.934000,2025-03-21 07:43:15.254,12,,False,,False,False
0 days 00:33:33.241000,RUS,63,,9.0,2.0,0 days 00:31:37.426000,,,0 days 00:00:34.343000,0 days 00:00:48.478000,,0 days 00:32:44.883000,0 days 00:33:33.367000,258.0,257.0,249.0,308.0,False,C2,1.0,True,Mercedes,0 days 00:27:43.079000,2025-03-21 07:45:15.399,21,,False,,False,False
0 days 00:35:21.811000,RUS,63,,10.0,2.0,,,0 days 00:00:28.287000,0 days 00:00:34.314000,0 days 00:00:45.969000,0 days 00:34:01.528000,0 days 00:34:35.842000,0 days 00:35:21.811000,229.0,259.0,272.0,208.0,True,C2,2.0,True,Mercedes,0 days 00:33:33.241000,2025-03-21 07:51:05.561,1,,False,,False,True
0 days 00:36:53.942000,RUS,63,,11.0,2.0,,,0 days 00:00:24.572000,0 days 00:00:27.821000,0 days 00:00:39.738000,0 days 00:35:46.383000,0 days 00:36:14.204000,0 days 00:36:53.942000,281.0,276.0,267.0,337.0,True,C2,3.0,True,Mercedes,0 days 00:35:21.811000,2025-03-21 07:52:54.131,1,,False,,False,True
0 days 00:39:02.011000,RUS,63,,12.0,2.0,,,0 days 00:00:35.124000,0 days 00:00:38.469000,0 days 00:00:54.476000,0 days 00:37:29.066000,0 days 00:38:07.535000,0 days 00:39:02.011000,228.0,239.0,90.0,259.0,False,C2,4.0,True,Mercedes,0 days 00:36:53.942000,2025-03-21 07:54:26.262,1,,False,,False,True
0 days 00:41:12.878000,RUS,63,,13.0,2.0,,,0 days 00:00:41.700000,0 days 00:00:39.353000,0 days 00:00:49.814000,0 days 00:39:43.711000,0 days 00:40:23.064000,0 days 00:41:12.878000,237.0,236.0,271.0,263.0,False,C2,5.0,True,Mercedes,0 days 00:39:02.011000,2025-03-21 07:56:34.331,1,,False,,False,True
0 days 00:42:44.224000,RUS,63,,14.0,2.0,,,0 days 00:00:24.485000,0 days 00:00:27.403000,0 days 00:00:39.458000,0 days 00:41:37.363000,0 days 00:42:04.766000,0 days 00:42:44.224000,282.0,278.0,271.0,334.0,True,C2,6.0,True,Mercedes,0 days 00:41:12.878000,2025-03-21 07:58:45.198,1,,False,,False,True
0 days 00:44:44.454000,RUS,63,,15.0,2.0,,0 days 00:44:42.701000,0 days 00:00:30.468000,0 days 00:00:33.114000,0 days 00:00:56.648000,0 days 00:43:14.692000,0 days 00:43:47.806000,0 days 00:44:44.454000,235.0,246.0,,265.0,False,C2,7.0,True,Mercedes,0 days 00:42:44.224000,2025-03-21 08:00:16.544,12,,False,,False,False
0 days 00:50:59.491000,RUS,63,,16.0,3.0,0 days 00:49:15.622000,,,0 days 00:00:30.529000,0 days 00:00:46.496000,,0 days 00:50:13.084000,0 days 00:50:59.564000,260.0,261.0,272.0,136.0,False,C3,1.0,True,Mercedes,0 days 00:44:44.454000,2025-03-21 08:02:16.774,21,,False,,False,False
0 days 00:52:30.660000,RUS,63,,17.0,3.0,,,0 days 00:00:24.302000,0 days 00:00:27.425000,0 days 00:00:39.442000,0 days 00:51:23.793000,0 days 00:51:51.218000,0 days 00:52:30.660000,282.0,277.0,272.0,336.0,True,C3,2.0,True,Mercedes,0 days 00:50:59.491000,2025-03-21 08:08:31.811,1,,False,,False,True
0 days 00:54:40.639000,RUS,63,,18.0,3.0,,0 days 00:54:38.899000,0 days 00:00:34.461000,0 days 00:00:37.688000,0 days 00:00:57.830000,0 days 00:53:05.121000,0 days 00:53:42.809000,0 days 00:54:40.639000,209.0,240.0,,259.0,False,C3,3.0,True,Mercedes,0 days 00:52:30.660000,2025-03-21 08:10:02.980,1,,False,,False,False
0 days 00:17:32.296000,HUL,27,,1.0,1.0,0 days 00:15:32.204000,,,0 days 00:00:35.110000,0 days 00:00:55.436000,,0 days 00:16:36.910000,0 days 00:17:32.296000,255.0,249.0,267.0,292.0,False,C2,1.0,True,Kick Sauber,0 days 00:15:32.204000,2025-03-21 07:33:04.524,1,,False,,False,False
0 days 00:19:04.971000,HUL,27,,2.0,1.0,,,0 days 00:00:24.606000,0 days 00:00:27.906000,0 days 00:00:40.163000,0 days 00:17:56.902000,0 days 00:18:24.808000,0 days 00:19:04.971000,281.0,276.0,270.0,332.0,True,C2,2.0,True,Kick Sauber,0 days 00:17:32.296000,2025-03-21 07:35:04.616,1,,False,,False,True
0 days 00:21:07.349000,HUL,27,,3.0,1.0,,0 days 00:21:05.629000,0 days 00:00:28.586000,0 days 00:00:35.411000,0 days 00:00:58.381000,0 days 00:19:33.557000,0 days 00:20:08.968000,0 days 00:21:07.349000,226.0,219.0,,236.0,False,C2,3.0,True,Kick Sauber,0 days 00:19:04.971000,2025-03-21 07:36:37.291,1,,False,,False,False
0 days 00:24:14.930000,HUL,27,,4.0,2.0,0 days 00:22:16.965000,,,0 days 00:00:38.904000,0 days 00:00:48.262000,,0 days 00:23:26.738000,0 days 00:24:15.071000,169.0,249.0,265.0,282.0,False,C2,4.0,False,Kick Sauber,0 days 00:21:07.349000,2025-03-21 07:38:39.669,1,,False,,False,False
0 days 00:25:47.785000,HUL,27,,5.0,2.0,,,0 days 00:00:24.582000,0 days 00:00:27.872000,0 days 00:00:40.401000,0 days 00:24:39.512000,0 days 00:25:07.384000,0 days 00:25:47.785000,281.0,275.0,264.0,335.0,False,C2,5.0,False,Kick Sauber,0 days 00:24:14.930000,2025-03-21 07:41:47.250,1,,False,,False,True
0 days 00:27:44.713000,HUL,27,,6.0,2.0,,0 days 00:27:42.919000,0 days 00:00:31.021000,0 days 00:00:33.984000,0 days 00:00:51.923000,0 days 00:26:18.806000,0 days 00:26:52.790000,0 days 00:27:44.713000,184.0,235.0,,281.0,False,C2,6.0,False,Kick Sauber,0 days 00:25:47.785000,2025-03-21 07:43:20.105,12,,False,,False,False
0 days 00:16:48.581000,ALB,23,,1.0,1.0,0 days 00:14:37.243000,,,0 days 00:00:36.233000,0 days 00:00:49.273000,,0 days 00:15:59.376000,0 days 00:16:48.680000,270.0,265.0,269.0,300.0,False,C2,1.0,True,Williams,0 days 00:14:37.243000,2025-03-21 07:32:09.563,1,,False,,False,False
0 days 00:18:21.426000,ALB,23,,2.0,1.0,,,0 days 00:00:24.806000,0 days 00:00:27.871000,0 days 00:00:40.168000,0 days 00:17:13.387000,0 days 00:17:41.258000,0 days 00:18:21.426000,281.0,275.0,266.0,332.0,True,C2,2.0,True,Williams,0 days 00:16:48.581000,2025-03-21 07:34:20.901,1,,False,,False,True
0 days 00:20:28.653000,ALB,23,,3.0,1.0,,,0 days 00:00:36.808000,0 days 00:00:37.679000,0 days 00:00:52.740000,0 days 00:18:58.234000,0 days 00:19:35.913000,0 days 00:20:28.653000,165.0,242.0,132.0,308.0,False,C2,3.0,True,Williams,0 days 00:18:21.426000,2025-03-21 07:35:53.746,1,,False,,False,True
0 days 00:22:31.989000,ALB,23,,4.0,1.0,,,0 days 00:00:38.554000,0 days 00:00:34.906000,0 days 00:00:49.876000,0 days 00:21:07.207000,0 days 00:21:42.113000,0 days 00:22:31.989000,257.0,257.0,271.0,309.0,False,C2,4.0,True,Williams,0 days 00:20:28.653000,2025-03-21 07:38:00.973,1,,False,,False,True
0 days 00:24:04.451000,ALB,23,,5.0,1.0,,,0 days 00:00:24.490000,0 days 00:00:27.932000,0 days 00:00:40.040000,0 days 00:22:56.479000,0 days 00:23:24.411000,0 days 00:24:04.451000,281.0,276.0,271.0,333.0,True,C2,5.0,True,Williams,0 days 00:22:31.989000,2025-03-21 07:40:04.309,1,,False,,False,True
0 days 00:26:12.004000,ALB,23,,6.0,1.0,,0 days 00:26:10.294000,0 days 00:00:31.785000,0 days 00:00:38.482000,0 days 00:00:57.286000,0 days 00:24:36.236000,0 days 00:25:14.718000,0 days 00:26:12.004000,169.0,235.0,,236.0,False,C2,6.0,True,Williams,0 days 00:24:04.451000,2025-03-21 07:41:36.771,1,,False,,False,False
0 days 00:38:41.757000,ALB,23,,7.0,2.0,0 days 00:36:44.786000,,,0 days 00:00:34.589000,0 days 00:00:48.608000,,0 days 00:37:53.224000,0 days 00:38:41.855000,248.0,267.0,264.0,318.0,False,C2,1.0,True,Williams,0 days 00:26:12.004000,2025-03-21 07:43:44.324,12,,False,,False,False
0 days 00:40:39.900000,ALB,23,,8.0,2.0,,,0 days 00:00:27.660000,0 days 00:00:36.793000,0 days 00:00:53.690000,0 days 00:39:09.417000,0 days 00:39:46.210000,0 days 00:40:39.900000,278.0,259.0,270.0,132.0,True,C2,2.0,True,Williams,0 days 00:38:41.757000,2025-03-21 07:56:14.077,1,,False,,False,True
0 days 00:42:11.439000,ALB,23,,9.0,2.0,,,0 days 00:00:24.321000,0 days 00:00:27.612000,0 days 00:00:39.606000,0 days 00:41:04.221000,0 days 00:41:31.833000,0 days 00:42:11.439000,281.0,277.0,271.0,333.0,True,C2,3.0,True,Williams,0 days 00:40:39.900000,2025-03-21 07:58:12.220,1,,False,,False,True
0 days 00:44:17.175000,ALB,23,,10.0,2.0,,0 days 00:44:15.498000,0 days 00:00:32.986000,0 days 00:00:35.802000,0 days 00:00:56.948000,0 days 00:42:44.425000,0 days 00:43:20.227000,0 days 00:44:17.175000,203.0,245.0,,248.0,False,C2,4.0,True,Williams,0 days 00:42:11.439000,2025-03-21 07:59:43.759,12,,False,,False,False
0 days 00:53:53.111000,ALB,23,,11.0,3.0,0 days 00:51:53.358000,,,0 days 00:00:37.658000,0 days 00:00:49.211000,,0 days 00:53:03.980000,0 days 00:53:53.113000,262.0,265.0,258.0,325.0,False,C3,1.0,True,Williams,0 days 00:44:17.175000,2025-03-21 08:01:49.495,21,,False,,False,False
0 days 00:55:45.314000,ALB,23,,12.0,3.0,,,0 days 00:00:28.463000,0 days 00:00:35.900000,0 days 00:00:47.840000,0 days 00:54:21.574000,0 days 00:54:57.474000,0 days 00:55:45.314000,,261.0,272.0,295.0,True,C3,2.0,True,Williams,0 days 00:53:53.111000,2025-03-21 08:11:25.431,1,,False,,False,True
0 days 00:57:17.166000,ALB,23,,13.0,3.0,,,0 days 00:00:24.415000,0 days 00:00:27.702000,0 days 00:00:39.735000,0 days 00:56:09.729000,0 days 00:56:37.431000,0 days 00:57:17.166000,280.0,276.0,270.0,335.0,True,C3,3.0,True,Williams,0 days 00:55:45.314000,2025-03-21 08:13:17.634,1,,False,,False,True
0 days 00:59:23.413000,ALB,23,,14.0,3.0,,0 days 00:59:20.405000,0 days 00:00:30.970000,0 days 00:00:38.407000,0 days 00:00:56.870000,0 days 00:57:48.136000,0 days 00:58:26.543000,0 days 00:59:23.413000,172.0,233.0,,290.0,False,C3,4.0,True,Williams,0 days 00:57:17.166000,2025-03-21 08:14:49.486,1,,False,,False,False
0 days 00:17:25.576000,ALO,14,,1.0,1.0,0 days 00:15:23.737000,,,0 days 00:00:39.676000,0 days 00:00:50.938000,,0 days 00:16:34.801000,0 days 00:17:25.656000,259.0,96.0,269.0,314.0,False,C2,1.0,True,Aston Martin,0 days 00:15:23.737000,2025-03-21 07:32:56.057,1,,False,,False,False
